ཕྲུ་གུ་,ཕྲུག་གུ་
ཕྲེད་,འཕྲེད་
ཕ་ག་,ཕ་གི་
ཕ་གཡར་,ཕ་ཡར་
ཕ་ཕྱོགས་,ཕར་ཕྱོགས་
ཕ་ཝོང་,ཕ་བོང་
ཕང་,འཕང་
ཕང་ཁེབས་,པང་ཁེབས་དང་པང་གདན་
ཕང་ཤིང་,འཕང་ཤིང་
ཕན་ཆོད་,ཕན་ཆད་
ཕན་ཐོགས་པོ་,ཕན་ཐོགས་པ་
ཕམ་འབབས་,ཕམ་ཕབ་
ཕིགས་,ཕུག་
ཕུ་མདོ་བར་གསུམ་,ཕུ་མདའ་བར་གསུམ་
ཕུང་སུམ་པ་,ཕུང་གསུམ་པ་
ཕུར་གདང་,ཕུར་རྡང་
ཕོ་བ་རིལ་,ཕོ་བ་རི་ལུ་
ཕོ་བ་རིལ་བུ་,ཕོ་བ་རི་ལུ་
ཕོག་གུ་,ཕོ་གུ་
ཕོག་དུག་,ཕོག་ཐུག་
ཕོད་ཆུངས་སེ་བ་,ཕོད་ཆུང་ངེ་བ་
ཕྱག་ཕེབས་,ཕྱགས་ཕེབས་
ཕྱང་འཕྲུལ་,ཕྱང་ཕྲུལ་
ཕྱམ་ཆད་,ཕྱམ་ཕྱད་
ཕྱཱ་པ་ཆོས་ཀྱི་སེང་གེ་,ཆ་པ་ཆོས་ཀྱི་སེང་གེ་
ཕྱི་ནུར་,ཕྱི་ནུད་
ཕྱི་པ་,འཕྱི་བའི་མིང་
ཕྱི་བ་,འཕྱི་བ་
ཕྱི་མ་འཕྲེད་,ཕྱི་མ་བྲེད་
ཕྱིན་ག་ལོག་,ཕྱིན་ཀ་ལོག་
ཕྱུགས་ཕྱུང་,ཕྱུགས་ཆུང་
ཕྱུར་ཁུ་,ཆུར་ཁུ་
ཕྱུར་བ་,ཆུར་བ་
ཕྲིན་ཡིག་,འཕྲིན་ཡིག་
ཕྲིས་,ཁ་འབྲིད་པའི་སྐུལ་ཚིག་བྲིད་
ཕྲུགས་,འཕྲུག་གི་སྐུལ་ཚིག་
ཕྲེད་,འཕྲེད་
ཕྲོབས་,ཕྲོབ་
ཕྱི་ནང་ཀུན་གྱི་ཁྱབ་བྱེད་ཀྱི་མེ་,ཕྱི་ནང་ཀུན་ཏུ་ཁྱབ་བྱེད་ཀྱི་མེ་
ཕྱགས་དར་,ཕྱག་དར་
ཕ་ཝཾ་རྡོ་རྗེ་རྒྱ་གྲམ་ཅན་,ཕ་བོང་རྡོ་རྗེ་རྒྱ་གྲམ་ཅན་
ཕ་ཝོང་,ཕ་བོང་
ཕན་,ཀ་འཕན་ཞེས་པའི་འཕན་
ཕབས་,དག་ཡིག་ལ་ལར་ཕབས་འདི་ཕབ་
ཕིགས་,ཕུག་
ཕུག་,ཕུག་གི་སྐུལ་ཚིག་
ཕུབ་མ་,ཕུག་མ་
ཕྱ་ར་,ཕྱར་བ་
ཕྱང་,འཕྱང་
ཕྱུར་བ་,ཆུར་བ་
ཕྱུར་བུ་,བྱུར་བུ་
ཕྱེས་,དབྱེ་ཡི་འདས་པ་དང་སྐུལ་ཚིག་
ཕྱོགས་ཀ་,གཤོག་ཀ་
ཕྲིན་,འཕྲིན་
ཕྲིས་,ཕྲི་
ཕྲུ་,འཕྲུ་
ཕྲུ་གུ་,ཕྲུག་གུ་
ཕྲེད་,འཕྲེད་
ཕྱེས་པ་,འབྱེད་པའི་འདས་པ་
ཕྲུགས་པ་,འཕྲུག་པའི་འདས་པ་
བཀའ་ཚིགས་,བཀའ་གཙིགས་
བཀྱི་བ་,བཀྱིལ་བ་
བཀྱིས་པ་,བཀྱིལ་བ་
བཀྲེན་པོ་,བཀྲེན་པ་
བཀྲེས་སྔབ་,བཀྲེས་རྔབ་
བསྐོབ་,སྐོབས་
བསྐོལ་འདན་,བསྐོལ་ལྡན་
བསྐྱོས་པ་,སྐྱོས་པ་
བགྲང་འཕྲེང་,བགྲང་ཕྲེང་
བརྒྱགས་,རྒྱགས་
བརྒྱགས་བརྔན་,རྒྱགས་རྔན་
བརྒྱགས་ཕྱེ་,རྒྱགས་ཕྱེ་
བཅད་པིར་,གཅོད་པིར་
བཅའ་དགུ་,ཅ་དགུ་
བཅས་པའི་ཁྲིམས་,བཅས་ཁྲིམས་
བཅིབ་པ་,ཆིབས་པ་
བཅིབ་རེས་,ཆིབས་རེས་
བཅིབས་པ་,ཆིབས་པ་
བཅོམ་,གཅོམ་
བརྙས་ཆོས་,བརྙས་བཅོས་
བརྙིངས་པ་,རྙིང་པ་
བཏུལ་མ་,དུལ་མ་
བརྟན་པ་,བརྟན་པོ་
བརྟུལ་ཕོད་,རྟུལ་ཕོད་
བལྟོས་བཅས་,ལྟོས་བཅས་
བསྟན་ཆོས་,བསྟན་བཅོས་
བརྡའ་,བརྡ་
བརྡལ་གླ་,རྡལ་གླ་
བརྡོས་པ་,རྡོས་པ་
བ་གྲུས་མ་,བ་དྲུས་མ་
བ་གླང་,བ་ལང་
བ་ནུ་,རྡོ་སྨན་གྱི་རིགས་དབྱིབས་བ་ཡི་ནུ་མདེའུ་
བ་ལང་སྤྱོད་,བ་གླང་སྤྱོད་
བག་གྲོ་བ་,བག་དྲོ་བ་
བག་གྲོ་བྱིན་ཆེ་བ་,བག་དྲོ་བྱིན་ཆེ་བ་
བག་ཆུང་,སྦག་ཆུང་
བག་ཆེན་,ཇ་བག་ཁག་གི་དོན་དུ་གོ་བའི་སྦག་ཆེན་
བང་,བང་མགྱོགས་པ་འདོ་བ་རྟ་
བང་ཆེན་པ་,བང་ཆེན་
བད་ཁ་,བད་ཀ་
བན་,བེན་
བབ་,བབས་
བབ་ཆོལ་,བབ་ཅོལ་
བབ་བླ་,བ་བླ་
བབ་འབྲེལ་,བབས་འབྲེལ་
བབ་ལ་,བ་བླ་
བར་ཆོད་,བར་ཆད་
བར་པ་,འབྲིང་བ་དང་དཀྱིལ་མའི་དོན་དུ་གོ་བའི་བར་མ་
བལ་བ་རྩྭ་,བལ་པ་ཛ་
བལ་བ་ཛ་,བལ་པ་ཛ་
བུབ་ཀ་,བུབ་ཁ་
བུལ་པོ་,དལ་བ་སོགས་ཀྱི་དོན་དུ་གོ་བའི་བུལ་བ་
བེ་ཆོན་,བེ་ཅོན་
བེག་གེ་,བེ་གེ་
བེང་ཆེན་,རྩེ་མོའི་ངོས་བཞི་འབིགས་
བེད་གཅོད་,བེད་སྤྱོད་
བེམ་,བེན་
བེམ་ཏོལ་,བེལ་རྡོལ་
བེའུ་གདང་,བེའུ་རྡང་
བྱ་བྱེའུ་,བྱ་བྱིའུ་
བྱ་ཚོགས་,ཇག་སྡེ་ནི་བྱ་ཚོགས་
བྱ་གཟུངས་མོ་,བྱ་གཟུགས་མོ་
བྱ་ཤང་ཤང་ཏེའུ་,བྱ་ཤང་ཤང་
བྱང་ཆུབ་ཆེན་པོའི་ཕོ་བྲང་,སངས་རྒྱས་དངོས་
བྱད་ཁ་,བྱད་ཀ་
བྱམས་པ་,བྱམ་པ་
བྱམས་པའི་ཆོས་ལྔ་,བྱམས་ཆོས་སྡེ་ལྔ་
བྱི་ཕོ་,བྱི་པོ་
བྱི་རིལ་,བྱེ་རིལ་
བྱི་རུ་,བྱུ་རུ་
བྱིན་པོ་,བྱིངས་པོ་
བྱིའུ་མགོ་,རྡོ་སྨན་གྱི་རིགས་བྱིའུའི་མགོ་དབྱིབས་
བྱུར་པོ་,བྱུར་བུ་
བྱེ་མ་ཉུ་གུ་,བྱེ་མ་མྱུ་གུ་
བྱེའུ་,བྱིའུ་
བྱེའུ་མགོ་,བྱིའུ་མགོ་
བྱེལ་,བྱེའུ་
བྲག་ཆ་,བྲག་ཅ་
བྲུ་ཞ་,བྲུ་ཤ་
བྲེལ་ཚུབ་,བྲེལ་འཚུབ་
བླ་སྐྱེལ་བ་,བླ་བསྐྱལ་བ་
བླ་གོས་,ཚད་སྣམ་སྦྱར་
བླ་བཅོལ་,བླ་ཅོལ་
བླ་འཆོལ་,བླ་ཅོལ་
བཙོང་,ཙོང་
བརྩེ་དུང་,བརྩེ་གདུང་
བརྩེ་མོ་,སྙིང་རྗེའི་མིང་དོན་དུ་གོ་བའི་བརྩེ་བ་
བརྫུན་པ་,རྫུན་པ་
བརྫུས་སྐྱེས་,རྫུས་སྐྱེས་
བཞམས་པ་,བཞམས་པོ་
བཞི་ལིང་,བཞི་གླིང་
བཞིན་གནག་པ་,བཞིན་ནག་པ་
བཞུ་བ་,བ་མོ་ཉི་མས་བཞུས་
བཞུན་པོ་,གཞུན་པོ་
བཟང་ཆུ་,དངུལ་ཆུ་
བཟང་བ་,བཟང་པོ་
བཟོ་ཏ་,བཟོ་ལྟ་
བཟོ་བོ་,བཟོ་པ་
བརླིང་བ་,བརླིང་པོ་
བཤའ་དཀར་,གཤའ་ཚེ་དཀར་པོ་
བཤུར་མ་,ཤུར་མ་
བཤུལ་ཀ་,བཤུལ་
བཤུལ་ཁ་,བཤུལ་
བསམ་མནོ་,བསམ་བློ་
བསིངས་བུ་,བསིངས་པོ་
བསིལ་བུ་,གྲང་བའི་དོན་དུ་གོ་བའི་བསིལ་བ་
བསིལ་མོ་,གྲང་བའི་དོན་དུ་གོ་བའི་བསིལ་བ་
བསིལ་ཡབ་,བསིལ་གཡབ་
བསུ་བེལ་,གསུ་བེལ་
བསུན་པ་,སུན་པ་
བསུན་པོ་,སུན་པོ་
བསེ་ཐེབ་,བསེ་ཐེབས་
བསེར་མ་,བསེར་བུ་
བསཱ་སྒྲ་,བསོ་སྒྲ་
བསྲུན་པ་,སྲུན་པོ་
བསྲུན་པོ་,སྲུན་པོ་
བསྲུན་མོ་,སྲུན་པོ་
བ་ལི་,མེ་ཏོག་དཀར་བོ་ཤིང་བལ་
བ་ལེ་ཀ་,ཤུན་པ་མཐུག་ཅིང་སྐྱ་ལ་དབྱིབས་སླེ་ཏྲེས་
བསོ་,ཀེ་སོགས་
བསོང་པོ་,སྲོང་པོ་
བོན་,ཕྱིས་སུ་ཆོས་ལུགས་འདིར་ལྟ་སྤྱོད་སྒོམ་གསུམ་སངས་རྒྱས་ཀྱི་ཆོས་ལུགས་
བྱི་རུ་,རྒྱ་མཚོའི་ནང་གི་སྲོག་ཆགས་ནང་ཁྲོལ་མེད་པའི་རིགས་ཤིག་གི་ལུས་ནས་རྡོ་ཞུན་གྱི་ཞུན་ཁུ་རིགས་ཤིག་ཟག་པ་ལས་གྲུབ་པ་ཡིན་ཞིང་དབྱིབས་སྡོང་བོ་
བ་གྲུས་མ་,བ་དྲུས་མ་
བ་གླང་མིག་,བ་ལང་གི་མིག་
བག་,བག་
བཅིབ་པ་,ཆིབས་པ་
བཅིབས་པ་,ཆིབས་པ་
བདག་མེད་མའི་ནང་ཁྲིད་,ཞེས་པའི་བར་གཞན་རྣམས་
བདུད་རྩི་ཞག་,འབྲུ་མར་
བདེ་མཆོག་དཀར་པོའི་ཁྲིད་,ཞེས་པའི་བར་གཞན་རྣམས་
བཙུན་མོ་གཡུ་ཡི་ལྕང་ལོ་ཅན་,བཙུན་མོའི་གཡུ་ཡི་ལྕང་ལོ་
བཞིན་གནག་པ་,བཞིན་ནག་པ་
བཟང་ཆུ་,དངུལ་ཆུ་
བར་ཆོད་,བར་ཆད་
བར་སྲིད་ངན་སོང་དུ་སྐྱེ་ཚུལ་,།སྒོང་སྐྱེས་ནི་མངལ་སྐྱེས་
བརྒྱགས་བརྔན་,རྒྱགས་རྔན་
བསམ་གཏན་ཡོངས་སུ་དག་པ་བཅུ་,དགེ་བའི་བཤེས་གཉེན་ཚུལ་
བསམ་མི་ཁྱབ་ཀྱི་ཁྲིད་,ཞེས་པའི་བར་གཞན་རྣམས་
བསམ་སེའུ་,ཆུ་ཟླ་
བསིངས་བུ་,བསིངས་པོ་
བསིལ་ཡབ་,བསིལ་གཡབ་
བསུ་བེལ་,གསུ་བེལ་
བསེ་ཡབ་,ཀུ་ཤུ་སོགས་
བསེན་ཐོར་,རིམས་ནད་
བསོ་,ཀེ་སོགས་
བསོང་པོ་,སྲོང་པོ་
བསྐལ་དོན་སོང་བའི་གང་ཟག་,བསྐལ་དོན་ནི་ཐེ་ཚོམ་
བསྒོ་གྱུར་གྱི་ལྟུང་བ་,།གསོལ་བ་ནི་བཟློག་པ་
བསྔགས་པའི་དཔེ་,།དེ་དག་ཉིད་
བསྔོ་བ་དུག་བཅས་,།ཇི་ལྟར་དུག་
བསྙེན་རྫོགས་ཀྱི་བཤགས་པ་,མཐོལ་བའི་སྐབས་སུ་བཤད་པ་
བསྟན་རིམ་གྱི་ཁྲིད་,ཞེས་པའི་བར་གཞན་རྣམས་
བསྭ་སྒྲ་,བསོ་སྒྲ་
བསྲུན་པོ་,སྲུན་པོ་
བུམ་པ་བཟང་པོའི་ཆོས་བཅུ་,ཡང་བུམ་པ་བཟང་པོ་བསྒྲུབ་པ་
བུམ་འདྲ་,ལོ་མ་བུམ་པ་
བུམ་རྣ་ཅན་,རྣ་བ་བུམ་པ་
བེད་གཅོད་,བེད་སྤྱོད་
བོང་ང་སེར་པོ་,དབྱིབས་དམར་པོ་
བྱ་མ་བྱི་,བྱེའུ་ཕ་ཝང་
བྱ་རྒོད་སེན་མོ་,བྱ་རྒོད་ཀྱི་སེན་མོ་
བྱང་ཆུབ་སེམས་བཙའ་ཐབས་གསུམ་,ཆོམ་རྐུན་གྱིས་མི་ཚུགས་པ་
བྱང་སེམས་ཁྱིམ་པར་ལྡན་དགོས་པའི་ཆོས་གསུམ་,ཁྱིམ་ན་གནས་པ་དེས་སྲོག་ནི་ཕོ་ཉའི་དགོངས་གནས་
བྱམས་ཆོས་ལྔའི་ཁྲིད་,ཞེས་པའི་བར་གཞན་རྣམས་
བྱིན་གྱིས་རླབས་ཀྱི་སྤྱོད་པ་,ཡུལ་ཆུང་ན་ནམ་མཁའ་ཆུང་བ་
བྱིའུ་མགོ་,ཕན་ཡོན་ཕག་མགོ་
བྱེ་བྲག་སྨྲ་བའི་རྟག་ཆད་ཀྱི་མཐའ་,ལས་བྱས་པ་ན་བུ་ལོན་གྱི་དཔང་རྒྱ་
བྱེལ་,བྱེའུ་
བླ་མ་,སྤྱི་
བླ་མའི་རང་བཞིན་ཉེར་ལྔ་,བླ་མའི་ཡོན་ཏན་ཉེར་ལྔ་
བླ་སྐྱེལ་བ་,བླ་བསྐྱལ་བ་
བློ་གྲོས་ཐབས་གསུམ་གྱི་མན་ངག་,བློ་གྲོས་ཐབས་ཀྱི་མན་ངག་གསུམ་
བྱང་ཆུབ་སེམས་ཀྱི་མན་ངག་རིན་པོ་ཆེ་སྒྲོན་མ་འབར་བའི་རྒྱུད་,ཐེག་པ་ཐུན་མོང་གི་ལམ་གྱི་གནས་སྐབས་ཀྱི་ཡོན་ཏན་མེ་ཏོག་
